table,index,size_bytes,size,table_writes_since_2026-08-30,live_rows,definition
wheel_spokes,idx_wheel_spokes_gauge,16384,16 kB,0,0,CREATE INDEX idx_wheel_spokes_gauge ON public.wheel_spokes USING btree (gauge)
wheel_spokes,idx_wheel_spokes_length,16384,16 kB,0,0,CREATE INDEX idx_wheel_spokes_length ON public.wheel_spokes USING btree (length_mm)
wheel_spokes,idx_wheel_spokes_product,16384,16 kB,0,0,CREATE INDEX idx_wheel_spokes_product ON public.wheel_spokes USING btree (product_id)
wheel_spokes,idx_wheel_spokes_tenant,16384,16 kB,0,0,CREATE INDEX idx_wheel_spokes_tenant ON public.wheel_spokes USING btree (tenant_id)
work_schedules,idx_work_schedules_active,16384,16 kB,0,0,CREATE INDEX idx_work_schedules_active ON public.work_schedules USING btree (active)
work_schedules,idx_work_schedules_tenant,16384,16 kB,0,0,CREATE INDEX idx_work_schedules_tenant ON public.work_schedules USING btree (tenant_id)
zoho_tokens,idx_zoho_tokens_user_id,16384,16 kB,0,0,CREATE INDEX idx_zoho_tokens_user_id ON public.zoho_tokens USING btree (user_id)
analytics_snapshots,idx_analytics_snapshots_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_analytics_snapshots_tenant ON public.analytics_snapshots USING btree (tenant_id)
attendance_records,idx_attendance_records_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_attendance_records_tenant ON public.attendance_records USING btree (tenant_id)
backup_schedules,idx_backup_schedules_next_run,8192,8192 bytes,0,0,CREATE INDEX idx_backup_schedules_next_run ON public.backup_schedules USING btree (next_run_at) WHERE (enabled = true)
backup_schedules,idx_backup_schedules_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_backup_schedules_tenant ON public.backup_schedules USING btree (tenant_id)
bank_statement_imports,idx_bank_statement_imports_tenant_status,8192,8192 bytes,0,0,"CREATE INDEX idx_bank_statement_imports_tenant_status ON public.bank_statement_imports USING btree (tenant_id, status, updated_at DESC)"
bank_statement_rows,idx_bank_statement_rows_fingerprint,8192,8192 bytes,0,0,"CREATE INDEX idx_bank_statement_rows_fingerprint ON public.bank_statement_rows USING btree (tenant_id, fingerprint)"
bank_statement_rows,idx_bank_statement_rows_import_date,8192,8192 bytes,0,0,"CREATE INDEX idx_bank_statement_rows_import_date ON public.bank_statement_rows USING btree (import_id, booking_date, ordinal)"
bike_component_lifecycles,idx_bike_component_lifecycles_service_product,8192,8192 bytes,16,6,CREATE INDEX idx_bike_component_lifecycles_service_product ON public.bike_component_lifecycles USING btree (service_product_id) WHERE (service_product_id IS NOT NULL)
bikes,idx_bikes_qr_code,8192,8192 bytes,20,20,CREATE INDEX idx_bikes_qr_code ON public.bikes USING btree (qr_code) WHERE (qr_code IS NOT NULL)
campaign_metrics,idx_campaign_metrics_campaign,8192,8192 bytes,0,0,CREATE INDEX idx_campaign_metrics_campaign ON public.campaign_metrics USING btree (campaign_id)
campaign_metrics,idx_campaign_metrics_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_campaign_metrics_tenant ON public.campaign_metrics USING btree (tenant_id)
campaigns,idx_campaigns_status,8192,8192 bytes,0,0,CREATE INDEX idx_campaigns_status ON public.campaigns USING btree (status)
campaigns,idx_campaigns_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_campaigns_tenant ON public.campaigns USING btree (tenant_id)
content_items,idx_content_items_slug,8192,8192 bytes,0,0,CREATE INDEX idx_content_items_slug ON public.content_items USING btree (slug)
content_items,idx_content_items_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_content_items_tenant ON public.content_items USING btree (tenant_id)
content_media,idx_content_media_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_content_media_tenant ON public.content_media USING btree (tenant_id)
employee_contracts,idx_contracts_dates,8192,8192 bytes,0,0,"CREATE INDEX idx_contracts_dates ON public.employee_contracts USING btree (start_date, end_date)"
employee_contracts,idx_contracts_employee,8192,8192 bytes,0,0,CREATE INDEX idx_contracts_employee ON public.employee_contracts USING btree (employee_id)
employee_contracts,idx_contracts_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_contracts_tenant ON public.employee_contracts USING btree (tenant_id)
employee_contracts,idx_employee_contracts_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_employee_contracts_tenant ON public.employee_contracts USING btree (tenant_id)
employee_planning_roles,idx_employee_planning_roles_employee,8192,8192 bytes,0,0,CREATE INDEX idx_employee_planning_roles_employee ON public.employee_planning_roles USING btree (employee_id)
employee_planning_roles,idx_employee_planning_roles_role,8192,8192 bytes,0,0,CREATE INDEX idx_employee_planning_roles_role ON public.employee_planning_roles USING btree (planning_role_id)
employment_contracts,idx_employment_contracts_employee,8192,8192 bytes,0,0,CREATE INDEX idx_employment_contracts_employee ON public.employment_contracts USING btree (employee_id)
employment_contracts,idx_employment_contracts_status,8192,8192 bytes,0,0,"CREATE INDEX idx_employment_contracts_status ON public.employment_contracts USING btree (tenant_id, status)"
employment_contracts,idx_employment_contracts_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_employment_contracts_tenant ON public.employment_contracts USING btree (tenant_id)
expense_attachments,idx_expense_attachments_expense_id,8192,8192 bytes,0,0,CREATE INDEX idx_expense_attachments_expense_id ON public.expense_attachments USING btree (expense_id)
inventory_adjustments,idx_inventory_adjustments_product,8192,8192 bytes,0,0,CREATE INDEX idx_inventory_adjustments_product ON public.inventory_adjustments USING btree (product_id)
inventory_adjustments,idx_inventory_adjustments_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_inventory_adjustments_tenant ON public.inventory_adjustments USING btree (tenant_id)
leave_requests,idx_leave_requests_employee,8192,8192 bytes,0,0,CREATE INDEX idx_leave_requests_employee ON public.leave_requests USING btree (employee_id)
leave_requests,idx_leave_requests_status,8192,8192 bytes,0,0,CREATE INDEX idx_leave_requests_status ON public.leave_requests USING btree (status)
leave_requests,idx_leave_requests_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_leave_requests_tenant ON public.leave_requests USING btree (tenant_id)
mechanic_job_task_preferences,idx_task_prefs_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_task_prefs_tenant ON public.mechanic_job_task_preferences USING btree (tenant_id)
mechanic_job_task_preferences,idx_task_prefs_user_job,8192,8192 bytes,0,0,"CREATE INDEX idx_task_prefs_user_job ON public.mechanic_job_task_preferences USING btree (user_id, job_id)"
mechanic_job_warranty_claim_events,idx_mechanic_job_warranty_claim_events_source,8192,8192 bytes,0,0,"CREATE INDEX idx_mechanic_job_warranty_claim_events_source ON public.mechanic_job_warranty_claim_events USING btree (tenant_id, source_job_id, occurred_at DESC) WHERE (source_job_id IS NOT NULL)"
mechanic_jobs,idx_mechanic_jobs_assigned_to,8192,8192 bytes,1200,501,CREATE INDEX idx_mechanic_jobs_assigned_to ON public.mechanic_jobs USING btree (assigned_to) WHERE (assigned_to IS NOT NULL)
mechanic_jobs,idx_mechanic_jobs_converted,8192,8192 bytes,1200,501,CREATE INDEX idx_mechanic_jobs_converted ON public.mechanic_jobs USING btree (converted_from_id) WHERE (converted_from_id IS NOT NULL)
medical_leaves,idx_medical_leaves_dates,8192,8192 bytes,0,0,"CREATE INDEX idx_medical_leaves_dates ON public.medical_leaves USING btree (start_date, end_date)"
medical_leaves,idx_medical_leaves_employee,8192,8192 bytes,0,0,CREATE INDEX idx_medical_leaves_employee ON public.medical_leaves USING btree (employee_id)
medical_leaves,idx_medical_leaves_status,8192,8192 bytes,0,0,"CREATE INDEX idx_medical_leaves_status ON public.medical_leaves USING btree (tenant_id, status)"
medical_leaves,idx_medical_leaves_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_medical_leaves_tenant ON public.medical_leaves USING btree (tenant_id)
meta_outbound_send_attempts,idx_meta_attempts_conversation_created,8192,8192 bytes,0,0,"CREATE INDEX idx_meta_attempts_conversation_created ON public.meta_outbound_send_attempts USING btree (tenant_id, conversation_id, created_at DESC)"
meta_outbound_send_attempts,idx_meta_attempts_tenant_created,8192,8192 bytes,0,0,"CREATE INDEX idx_meta_attempts_tenant_created ON public.meta_outbound_send_attempts USING btree (tenant_id, created_at DESC)"
online_order_correction_events,idx_online_order_correction_events_order,8192,8192 bytes,0,0,"CREATE INDEX idx_online_order_correction_events_order ON public.online_order_correction_events USING btree (tenant_id, order_id, occurred_at DESC, id DESC)"
online_order_corrections,idx_online_order_corrections_attention,8192,8192 bytes,0,0,"CREATE INDEX idx_online_order_corrections_attention ON public.online_order_corrections USING btree (tenant_id, processing_state, updated_at DESC) WHERE (processing_state = ANY (ARRAY['provider_pending'::text, 'ready_to_apply'::text, 'action_required'::text]))"
online_order_corrections,idx_online_order_corrections_order,8192,8192 bytes,0,0,"CREATE INDEX idx_online_order_corrections_order ON public.online_order_corrections USING btree (tenant_id, order_id, requested_at DESC, id DESC)"
online_order_inventory_reservations,idx_online_inventory_reservations_invoice,8192,8192 bytes,0,0,"CREATE INDEX idx_online_inventory_reservations_invoice ON public.online_order_inventory_reservations USING btree (tenant_id, sales_invoice_id) WHERE (sales_invoice_id IS NOT NULL)"
online_order_official_documents,idx_online_order_official_documents_invoice,8192,8192 bytes,0,0,"CREATE INDEX idx_online_order_official_documents_invoice ON public.online_order_official_documents USING btree (tenant_id, sales_invoice_id, issued_at DESC, id DESC)"
online_order_official_documents,idx_online_order_official_documents_operation,8192,8192 bytes,0,0,"CREATE INDEX idx_online_order_official_documents_operation ON public.online_order_official_documents USING btree (tenant_id, provider, payment_operation_id) WHERE (payment_operation_id IS NOT NULL)"
online_order_official_documents,idx_online_order_official_documents_order,8192,8192 bytes,0,0,"CREATE INDEX idx_online_order_official_documents_order ON public.online_order_official_documents USING btree (tenant_id, order_id, issued_at DESC, id DESC)"
online_orders,idx_online_orders_payment_confirmation_operation,8192,8192 bytes,0,0,"CREATE INDEX idx_online_orders_payment_confirmation_operation ON public.online_orders USING btree (tenant_id, payment_confirmation_operation_id) WHERE (payment_confirmation_operation_id IS NOT NULL)"
order_items,idx_order_items_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_order_items_tenant ON public.order_items USING btree (tenant_id)
orders,idx_orders_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_orders_tenant ON public.orders USING btree (tenant_id)
payment_terminal_settlements,idx_payment_terminal_settlements_profile_date,8192,8192 bytes,0,0,"CREATE INDEX idx_payment_terminal_settlements_profile_date ON public.payment_terminal_settlements USING btree (tenant_id, terminal_profile_id, created_at DESC)"
payroll_beneficiary_aliases,idx_payroll_beneficiary_aliases_employee,8192,8192 bytes,0,0,"CREATE INDEX idx_payroll_beneficiary_aliases_employee ON public.payroll_beneficiary_aliases USING btree (tenant_id, employee_id)"
payroll_entries,idx_payroll_entries_employee,8192,8192 bytes,0,0,CREATE INDEX idx_payroll_entries_employee ON public.payroll_entries USING btree (employee_id)
payroll_entries,idx_payroll_entries_run,8192,8192 bytes,0,0,CREATE INDEX idx_payroll_entries_run ON public.payroll_entries USING btree (payroll_run_id)
payroll_entries,idx_payroll_entries_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_payroll_entries_tenant ON public.payroll_entries USING btree (tenant_id)
payroll_records,idx_payroll_records_employee,8192,8192 bytes,0,0,CREATE INDEX idx_payroll_records_employee ON public.payroll_records USING btree (employee_id)
payroll_records,idx_payroll_records_period,8192,8192 bytes,0,0,"CREATE INDEX idx_payroll_records_period ON public.payroll_records USING btree (tenant_id, period_year, period_month)"
payroll_records,idx_payroll_records_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_payroll_records_tenant ON public.payroll_records USING btree (tenant_id)
payroll_runs,idx_payroll_runs_period,8192,8192 bytes,0,0,"CREATE INDEX idx_payroll_runs_period ON public.payroll_runs USING btree (period_start, period_end)"
payroll_runs,idx_payroll_runs_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_payroll_runs_tenant ON public.payroll_runs USING btree (tenant_id)
payroll_statement_decisions,idx_payroll_statement_decisions_import,8192,8192 bytes,0,0,"CREATE INDEX idx_payroll_statement_decisions_import ON public.payroll_statement_decisions USING btree (import_id, decision_ordinal)"
product_spec_member_profile_events,product_spec_member_profile_events_profile,8192,8192 bytes,0,0,"CREATE INDEX product_spec_member_profile_events_profile ON public.product_spec_member_profile_events USING btree (profile_id, occurred_at, id)"
products,idx_products_featured,8192,8192 bytes,891,1674,CREATE INDEX idx_products_featured ON public.products USING btree (website_featured) WHERE (website_featured = true)
purchase_invoice_lines,idx_purchase_invoice_lines_source_need,8192,8192 bytes,140,444,"CREATE INDEX idx_purchase_invoice_lines_source_need ON public.purchase_invoice_lines USING btree (tenant_id, source_need_id, id) WHERE (source_need_id IS NOT NULL)"
purchase_payment_edit_events,idx_purchase_payment_edit_events_payment,8192,8192 bytes,0,0,"CREATE INDEX idx_purchase_payment_edit_events_payment ON public.purchase_payment_edit_events USING btree (tenant_id, payment_id, created_at DESC, id DESC)"
sales_channel_payment_events,idx_sales_channel_payment_events_invoice,8192,8192 bytes,0,0,"CREATE INDEX idx_sales_channel_payment_events_invoice ON public.sales_channel_payment_events USING btree (tenant_id, invoice_id, created_at DESC) WHERE (invoice_id IS NOT NULL)"
sales_invoices,idx_sales_invoices_mechanic,8192,8192 bytes,368,906,CREATE INDEX idx_sales_invoices_mechanic ON public.sales_invoices USING btree (mechanic_id) WHERE (mechanic_id IS NOT NULL)
service_packages,idx_service_packages_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_service_packages_tenant ON public.service_packages USING btree (tenant_id)
shift_change_requests,idx_shift_change_requests_employee,8192,8192 bytes,0,0,"CREATE INDEX idx_shift_change_requests_employee ON public.shift_change_requests USING btree (employee_id, status, created_at DESC)"
shifts,idx_shifts_date,8192,8192 bytes,0,0,CREATE INDEX idx_shifts_date ON public.shifts USING btree (shift_date)
shifts,idx_shifts_employee,8192,8192 bytes,0,0,CREATE INDEX idx_shifts_employee ON public.shifts USING btree (employee_id)
shifts,idx_shifts_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_shifts_tenant ON public.shifts USING btree (tenant_id)
smart_tasks,idx_smart_tasks_tenant_private_creator,8192,8192 bytes,0,0,"CREATE INDEX idx_smart_tasks_tenant_private_creator ON public.smart_tasks USING btree (tenant_id, created_by) WHERE (visibility = 'private'::text)"
supplier_accounting_evidence,idx_supplier_accounting_evidence_source,8192,8192 bytes,0,0,"CREATE INDEX idx_supplier_accounting_evidence_source ON public.supplier_accounting_evidence USING btree (tenant_id, source_type, source_id, applied_at DESC)"
supplier_accounting_rules,idx_supplier_accounting_rules_version_priority,8192,8192 bytes,0,0,"CREATE INDEX idx_supplier_accounting_rules_version_priority ON public.supplier_accounting_rules USING btree (tenant_id, policy_version_id, is_active, priority)"
supplier_engagements,idx_supplier_engagements_site,8192,8192 bytes,0,0,"CREATE INDEX idx_supplier_engagements_site ON public.supplier_engagements USING btree (tenant_id, site_id) WHERE (site_id IS NOT NULL)"
tenant_sii_boleta_emission_model_events,idx_tenant_sii_boleta_model_effective,8192,8192 bytes,0,0,"CREATE INDEX idx_tenant_sii_boleta_model_effective ON public.tenant_sii_boleta_emission_model_events USING btree (tenant_id, effective_from DESC, recorded_at DESC, id DESC)"
transactional_email_suppressions,idx_transactional_email_suppressions_tenant,8192,8192 bytes,0,0,"CREATE INDEX idx_transactional_email_suppressions_tenant ON public.transactional_email_suppressions USING btree (tenant_id, suppressed_at DESC)"
vehicles,idx_vehicles_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_vehicles_tenant ON public.vehicles USING btree (tenant_id)
website_banners,idx_website_banners_active,8192,8192 bytes,0,0,"CREATE INDEX idx_website_banners_active ON public.website_banners USING btree (active, order_index)"
website_banners,idx_website_banners_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_website_banners_tenant ON public.website_banners USING btree (tenant_id)
wheel_builds,idx_wheel_builds_hub,8192,8192 bytes,0,0,CREATE INDEX idx_wheel_builds_hub ON public.wheel_builds USING btree (hub_id)
wheel_builds,idx_wheel_builds_job,8192,8192 bytes,0,0,CREATE INDEX idx_wheel_builds_job ON public.wheel_builds USING btree (mechanic_job_id)
wheel_builds,idx_wheel_builds_rim,8192,8192 bytes,0,0,CREATE INDEX idx_wheel_builds_rim ON public.wheel_builds USING btree (rim_id)
work_order_items,idx_work_order_items_tenant,8192,8192 bytes,0,0,CREATE INDEX idx_work_order_items_tenant ON public.work_order_items USING btree (tenant_id)
work_order_items,idx_work_order_items_work_order,8192,8192 bytes,0,0,CREATE INDEX idx_work_order_items_work_order ON public.work_order_items USING btree (work_order_id)
work_orders,work_orders_company_id_status_idx,8192,8192 bytes,0,0,"CREATE INDEX work_orders_company_id_status_idx ON public.work_orders USING btree (company_id, status)"
workshop_inventory_commitment_events,idx_workshop_inventory_commitment_events_commitment,8192,8192 bytes,0,0,"CREATE INDEX idx_workshop_inventory_commitment_events_commitment ON public.workshop_inventory_commitment_events USING btree (commitment_id, id)"
workshop_inventory_commitment_events,idx_workshop_inventory_commitment_events_need,8192,8192 bytes,0,0,"CREATE INDEX idx_workshop_inventory_commitment_events_need ON public.workshop_inventory_commitment_events USING btree (tenant_id, supply_need_id, occurred_at DESC, id DESC)"
workshop_inventory_commitments,idx_workshop_inventory_commitments_need,8192,8192 bytes,0,0,"CREATE INDEX idx_workshop_inventory_commitments_need ON public.workshop_inventory_commitments USING btree (tenant_id, supply_need_id, state, product_id)"
workshop_invoice_control_events,idx_workshop_invoice_control_events_invoice,8192,8192 bytes,0,0,"CREATE INDEX idx_workshop_invoice_control_events_invoice ON public.workshop_invoice_control_events USING btree (tenant_id, invoice_id, created_at DESC) WHERE (invoice_id IS NOT NULL)"
workshop_invoice_control_events,idx_workshop_invoice_control_events_job,8192,8192 bytes,0,0,"CREATE INDEX idx_workshop_invoice_control_events_job ON public.workshop_invoice_control_events USING btree (tenant_id, job_id, created_at DESC) WHERE (job_id IS NOT NULL)"
workshop_invoice_control_events,idx_workshop_invoice_control_events_tenant_created,8192,8192 bytes,0,0,"CREATE INDEX idx_workshop_invoice_control_events_tenant_created ON public.workshop_invoice_control_events USING btree (tenant_id, created_at DESC)"
